[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Tag[ route_check ] --START--
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Run ParseTemplate Behavior [ RunTime:0.003729s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.003761s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Tag[ view_filter ] --START--
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Run ContentReplace Behavior [ RunTime:0.000067s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Run TokenBuild Behavior [ RunTime:0.000049s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000016s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000034s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000199s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Tag[ view_end ] --START--
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000020s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/login.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000030s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/verify/ | INFO: Tag[ route_check ] --START--
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/verify/ | INFO: Run CheckRoute Behavior [ RunTime:0.000051s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000118s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/verify/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/verify/ | INFO: Tag[ app_begin ] --START--
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000046s ]
[ 2016-10-10T13:22:56+08:00 ] /admin.php/Index/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000072s ]
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979196 | INFO: Tag[ route_check ] --START--
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979196 | INFO: Run CheckRoute Behavior [ RunTime:0.000097s ]
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979196 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000242s ]
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979196 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979196 | INFO: Tag[ app_begin ] --START--
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979196 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000092s ]
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979196 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000137s ]
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979746 | INFO: Tag[ route_check ] --START--
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979746 | INFO: Run CheckRoute Behavior [ RunTime:0.000030s ]
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979746 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000087s ]
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979746 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979746 | INFO: Tag[ app_begin ] --START--
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979746 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000025s ]
[ 2016-10-10T13:22:59+08:00 ] /admin.php/Index/verify/1476076979746 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000037s ]
[ 2016-10-10T13:23:01+08:00 ] /admin.php/Index/verify/1476076981052 | INFO: Tag[ route_check ] --START--
[ 2016-10-10T13:23:01+08:00 ] /admin.php/Index/verify/1476076981052 | INFO: Run CheckRoute Behavior [ RunTime:0.000103s ]
[ 2016-10-10T13:23:01+08:00 ] /admin.php/Index/verify/1476076981052 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000266s ]
[ 2016-10-10T13:23:01+08:00 ] /admin.php/Index/verify/1476076981052 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2016-10-10T13:23:01+08:00 ] /admin.php/Index/verify/1476076981052 | INFO: Tag[ app_begin ] --START--
[ 2016-10-10T13:23:01+08:00 ] /admin.php/Index/verify/1476076981052 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000098s ]
[ 2016-10-10T13:23:01+08:00 ] /admin.php/Index/verify/1476076981052 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000148s ]
[ 2016-10-10T13:23:02+08:00 ] /admin.php/Index/verify/1476076982804 | INFO: Tag[ route_check ] --START--
[ 2016-10-10T13:23:02+08:00 ] /admin.php/Index/verify/1476076982804 | INFO: Run CheckRoute Behavior [ RunTime:0.000110s ]
[ 2016-10-10T13:23:02+08:00 ] /admin.php/Index/verify/1476076982804 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000271s ]
[ 2016-10-10T13:23:02+08:00 ] /admin.php/Index/verify/1476076982804 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2016-10-10T13:23:02+08:00 ] /admin.php/Index/verify/1476076982804 | INFO: Tag[ app_begin ] --START--
[ 2016-10-10T13:23:02+08:00 ] /admin.php/Index/verify/1476076982804 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000102s ]
[ 2016-10-10T13:23:02+08:00 ] /admin.php/Index/verify/1476076982804 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000153s ]
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Tag[ route_check ] --START--
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Run CheckRoute Behavior [ RunTime:0.000031s ]
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000092s ]
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Tag[ app_begin ] --START--
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000026s ]
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000038s ]
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Tag[ view_template ] --START--
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000026s ]
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000040s ]
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | INFO: Tag[ view_parse ] --START--
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-10-10T13:23:46+08:00 ] /admin.php/Index/login.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
