[ 2016-09-21T23:16:58+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2016-09-21T23:16:58+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000101s ]
[ 2016-09-21T23:16:58+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000222s ]
[ 2016-09-21T23:16:58+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2016-09-21T23:16:58+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.000075s ]
[ 2016-09-21T23:16:58+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.000114s ]
[ 2016-09-21T23:16:58+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2016-09-21T23:16:58+08:00 ] / | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2016-09-21T23:16:58+08:00 ] / | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-21T23:16:58+08:00 ] / | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-21T23:16:58+08:00 ] / | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-21T23:16:58+08:00 ] / | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-21T23:16:58+08:00 ] / | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-21T23:16:58+08:00 ] / | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-21T23:16:58+08:00 ] / | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
